id,genres,cast,vote_average,director,keywords
126,"['Action', 'Crime', 'Drama', 'Thriller']","['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia', 'Miriam Colón', 'F. Murray Abraham', 'Paul Shenar', 'Harris Yulin', 'Ángel Salazar', 'Arnaldo Santana', 'Pepe Serna', 'Michael P. Moran', 'Al Israel', 'Dennis Holahan', 'Mark Margolis', 'John Carter', 'Michael Alldredge', 'Ted Beniades', 'Richard Belzer', 'John Brandon', 'Tony Perez', 'Garnett Smith', 'Gil Barreto', 'Victor Campos', 'Rene Carrasco', 'Albert Carrier', 'Gary Carlos Cervantes', 'Carlos Augusto Cestero', 'Roberto Contreras', 'Gregory Cruz', ""Dante D'Andre"", 'Ben Frommer', 'Ronald G. Joseph', 'Mario Machado', 'John McCann', 'Victor Millan', 'Santos Morales', 'Mike Moroff', 'Manuel Padilla Jr.', 'Michael Rougas', 'Geno Silva', 'Charles A. Tamburro', 'Angela Aames', 'Lee Benton', 'Lana Clarkson', 'Ava Lazar', 'Shelley Taylor Morgan', 'Emilia Crow', 'Margaret Michaels', 'Katt Shea', 'Barclay DeVeau', 'Charles Durning', 'Dennis Franz', 'Linda Gillen', 'Gregg Henry', 'Kevyn Major Howard', 'Henry Kingi', 'Brett Ratner', 'Marcus Shirock', 'Maxine Wasa', 'Ilka Tanya Payán', 'Jimmy Star']",8.1,Brian De Palma,"['sibling relationship', 'miami, florida', 'corruption', 'loss of loved one', 'cuba', 'prohibition era', 'cocaine', 'rise and fall', 'remake', 'drug cartel', 'mafia', 'violence', 'drug lord', 'bitterness', 'rise to power', 'miami beach', 'cuban refugees', 'drug war']"
127,"['Drama', 'History', 'War']","['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Malgorzata Gebel', 'Mark Ivanir', 'Béatrice Macola', 'Andrzej Seweryn', 'Friedrich von Thun', 'Jerzy Nowak', 'Norbert Weisser', 'Anna Mucha', 'Adi Nitzan', 'Piotr Polk', 'Rami Heuberger', 'Ezra Dagan', 'Elina Löwensohn', 'Hans-Jörg Assmann', 'Hans-Michael Rehberg', 'August Schmölzer', 'Daniel Del-Ponte', 'Ludger Pistor', 'Oliwia Dabrowska', 'Shmuel Levy', 'Krzysztof Luft', 'Harry Nehring', 'Michael Schneider', 'Miri Fabian', 'Albert Misak', 'Aldona Grochal', 'Jacek Wójcicki', 'Beata Paluch', 'Uri Avrahami', 'Magdalena Komornicka', 'Michael Gordon', 'Beata Deskur', 'Leopold Kozlowski', 'Magdalena Dandourian', 'Shabtai Konorti', 'Henryk Bista', 'Tadeusz Bradecki', 'Wojciech Klata', 'Ewa Kolasińska', 'Bettina Kupfer', 'Grzegorz Kwas', 'Vili Matula', 'Stanislaw Koczanowicz', 'Geno Lechner', 'Beata Rybotycka', 'Branko Lustig', 'Artus-Maria Matthiessen', 'Eugeniusz Priwieziencew', 'Michael Z. Hoffmann', 'Erwin Leder', 'Jochen Nickel', 'Andrzej Welminski', 'Marian Glinka', 'Grzegorz Damięcki', 'Stanisław Brejdygant', 'Olaf Lubaszenko', 'Haymon Maria Buttinger', 'Peter Appiano', 'Jacek Pulanecki', 'Tomasz Dedek', 'Slawomir Holland', 'Martin Semmelrogge', 'Tadeusz Huk', 'Alexander Held', 'Piotr Cyrwus', 'Joachim Paul Assböck', 'Osman Ragheb', 'Maciej Orłoś', 'Marek Wrona', 'Zbigniew Kozłowski', 'Marcin Grzymowicz', 'Dieter Witting', 'Agnieszka Krukówna', 'Anemona Knut', 'Jeremy Flynn', 'Agnieszka Wagner', 'Jan Jurewicz', 'Wiesław Komasa', 'Maciej Kozłowski', 'Martin Bergmann', 'Wilhelm Manske', 'Peter Flechtner', 'Sigurd Bemme', 'Etl Szyc', 'Lucyna Zabawa', 'Ruth Farhi', 'Jerzy Sagan', 'Dariusz Szymaniak', 'Dirk Bender', 'Maciej Winkler', 'Radosław Krzyżowski', 'Jacek Lenczowski', 'Hanna Kossowska', 'Maja Ostaszewska', 'Sebastian Skalski', 'Ryszard Radwański', 'Piotr Kadlcik', 'Lech Niebielski', 'Thomas Morris', 'Sebastian Konrad', 'Lidia Wyrobiec-Bank', 'Ravit Ferera', 'Agnieszka Korzeniowska', 'Dominika Bednarczyk', 'Alicja Kubaszewska', 'Danny Marcu', 'Hans Rosner', 'Edward Linde-Lubaszenko', 'Alexander Strobele', 'Georges Kern', 'Alexander Buczolich', 'Michael Schiller', 'Götz Otto', 'Wolfgang Seidenberg', 'Hubert Kramar', 'Razia Israeli', 'Dorit Seadia', 'Esti Yerushalmi', 'Marta Bizoń', 'Michelle Csitos', 'Blythe Daniel', 'Janek Dresner', 'Maciej Kowalewski', 'Kamil Krawiec', 'Zuzanna Lipiec', 'Maria Peszek', 'Leopold Pfefferberg', 'Leopold Rosner', 'Emilie Schindler', 'Katarzyna Śmiechowicz', 'Ben Talar', 'Katarzyna Tlalka', 'Paweł Deląg']",8.6,Steven Spielberg,"['based on novel or book', 'factory', 'concentration camp', 'hero', 'holocaust (shoah)', 'world war ii', 'ghetto', 'jew persecution', 'krakow', 'auschwitz-birkenau concentration camp', 'industrialist', 'nazi', 'defense industry', 'biography', 'based on a true story', 'train', 'poland', 'nazi schutzstaffel (ss)', 'weapons manufacturer']"
128,"['Crime', 'Mystery', 'Thriller']","['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'Kevin Spacey', 'R. Lee Ermey', 'John C. McGinley', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Richard Roundtree', 'Richard Schiff', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Richmond Arquette', 'Pamala Tyson', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins', 'Dominique Jennings', 'Allan Kolman', 'Gene Borkan', 'Mario Di Donato', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Lennie Loftin', 'Martin Serene', 'David Correia', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'James Deeth', 'Charles A. Tamburro', 'Charles S. Dutton', 'Arthur Max']",8.3,David Fincher,"['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer', 'neo-noir']"
129,"['Drama', 'Thriller', 'Mystery']","['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Emily Mortimer', 'Michelle Williams', 'Max von Sydow', 'Jackie Earle Haley', 'Patricia Clarkson', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas', 'Robin Bartlett', 'Christopher Denham', 'Joseph Sikora', 'Curtiss Cook', 'Gary Galone', 'John Franchi', 'Nellie Sciutto', 'Raymond Anthony Thomas', 'Joseph McKenna', 'Ruby Jerins', 'Tom Kemp', 'Bates Wilder', 'Drew Beasley', 'Dan Marshall']",8.2,Martin Scorsese,"['based on novel or book', 'island', 'hurricane', 'investigation', 'psychiatric hospital', 'u.s. marshal', 'conspiracy theory', 'neo-noir', '1950s']"
130,"['Action', 'Thriller', 'Crime']","['Bruce Willis', 'Jessica Alba', 'Clive Owen', 'Mickey Rourke', 'Rutger Hauer', 'Benicio del Toro', 'Alexis Bledel', 'Michael Madsen', 'Powers Boothe', 'Nick Stahl', 'Devon Aoki', 'Michael Clarke Duncan', 'Rosario Dawson', 'Carla Gugino', 'Josh Hartnett', 'Jaime King', 'Brittany Murphy', 'Elijah Wood', 'Jude Ciccolella', 'Jeffrey J. Dashnaw', 'Jesse De Luna', 'Jason Douglas', 'Tommy Flanagan', 'Rick Gomez', 'David H. Hickey', 'Greg Ingram', 'Nicky Katt', 'Helen Kirk', 'John McLeod', 'Lisa Marie Newmyer', 'Tommy Nix', 'Nick Offerman', 'Marco Perella', 'Randal Reeder', 'Jeff Schwan', 'Marley Shelton', 'Frank Miller', 'Korey Simeone', 'Paul T. Taylor', 'Rico Torres', 'Makenzie Vega Norfolk', 'Arie Verveen', 'Patricia Vonne', 'Ethan Maniquis', 'Ken Thomas', 'Chris Warner', 'Ethan Rains', 'Cara D. Briggs', 'Christina Frankenfield', 'Evelyn Hurley', 'Jason McDonald', 'Clark Middleton', 'Charissa Allen', 'Jessica Hale', 'Samantha Inoue Harte', 'Ashley Moore', ' Amanda Phillips', 'Emmy Robbin', 'Lauren-Elaine Powell', 'Texas Presley', 'Kelley Robins Hicks', 'Penny Vital', 'Monika Spruch', 'Katherine Willis', 'Texas Presley']",7.4,Frank Miller,"['dystopia', 'based on comic', 'held captive', 'based on graphic novel', 'mysterious killer', 'doing the right thing', 'silhouette', 'neo-noir']"
131,"['Comedy', 'Music', 'Romance']","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell', 'Cyd Charisse', 'Douglas Fowley', 'Rita Moreno', 'Mae Clarke', 'Bess Flowers', 'Robert Foulk', 'Kathleen Freeman', 'Joi Lansing', 'Sylvia Lewis', ""'Snub' Pollard"", 'William Schallert', 'Elaine Stewart', 'Brick Sullivan', 'John George', 'King Donovan', 'Lana Turner', 'Allen Sutherland']",8.2,Gene Kelly,"['fan', 'morning', 'musical', 'talkie', 'partner', 'film in film', 'hollywood', 'broadway', 'audience', 'chorus girl', 'diction coach', 'pearl necklace', 'flapper', '1920s']"
132,"['Mystery', 'Thriller', 'Crime']","['Laurence Olivier', 'Michael Caine', 'Alec Cawthorne', 'John Matthews', 'Eve Channing', 'Teddy Martin']",7.7,Joseph L. Mankiewicz,"['upper class', 'robbery', 'infidelity', 'romantic rivalry', 'author', 'game', 'english countryside', 'extramarital affair', 'cult film']"
133,"['Drama', 'Romance']","['Dev Patel', 'Saurabh Shukla', 'Anil Kapoor', 'Rajendranath Zutshi', 'Jeneva Talwar', 'Freida Pinto', 'Irrfan Khan', 'Azharuddin Mohammed Ismail', 'Ayush Mahesh Khedekar', 'Jira Banjara', 'Sheikh Wali', 'Mahesh Manjrekar', 'Sanchita Choudhary', 'Himanshu Tyagi', 'Sharib Hashmi', 'Virendra Chatterjee', 'Feroze Khan', 'Sunil Kumar Agrawal', 'Virender Kumar', 'Devesh Rawal', 'Rubina Ali', 'Ankur Vikal', 'Tiger', 'Chirag Parmar', 'Nazneen Shaikh', 'Farzana Ansari', 'Anupam Shyam', 'Salim Chaus', 'Harvinder Kaur', 'Narendra Singh Bhati', 'Tanay Chheda', 'Ashutosh Lobo Gajiwala', 'Satya Mudgal', 'Janet de Vigne', 'William Relton', 'David Gilliam', 'Mia Drake', 'Kinder Singh', 'Christine Matovich Singh', 'Thomas Lehmkuhl', 'Siddesh Patil', 'Najma Shaikh', 'Saeeda Shaikh', 'Alka Satpute', 'Tabassum Khan', 'Tanvi Ganesh Lonkar', 'Sitaram Panchal', 'Nigel Caesar', 'Ajit Pandey', 'Kedar Thapar', 'Amit Leonard', 'Rajesh Kumar', 'Sagar Ghopalkar', 'Pradeep Solanki', 'Abdul Hamid Shaikh', 'Dheeraj Waghela', 'Shruti Seth', 'Arfi Lamba', 'Taira Colah', 'Varun Bagri', 'Ankur Tewari', 'Anjum Sharma', 'Madhur Mittal', 'Sarfaraz Khan', 'Syed Fazal Hussain', 'Umar Khan', 'Imran Hasnee', 'Homai Billimoria', 'Udayan Baijal', 'Sandeep Kaul', 'Rufee Ahmed', 'Rhea Lawyer', 'Deepali Dalvi', 'Anisha Nagar', 'Farrah Shaikh', 'Mamta Sharma', 'Neha M. Khatarawalla', 'Tanya Singh', 'Anand Tiwari', 'Faezeh Jalali', 'Meghana Jhalani', 'Rupali Mehra', 'Anju Singh', 'Saurabh Agarwal', 'Mark Boucher', 'Andre Nel', 'Yuvraj Singh', 'Sachin Tendulkar', 'Amitabh Bachchan']",7.7,Danny Boyle,"['slum', 'cheating', 'suspicion', 'mumbai (bombay), india', 'game show', 'quiz show', 'orphan', 'duringcreditsstinger', 'taj mahal']"
134,"['Crime', 'Comedy']","['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Vinnie Jones', 'Benicio del Toro', 'Dennis Farina', 'Rade Šerbedžija', 'Alan Ford', 'Mike Reid', 'Robbie Gee', 'Ade', 'Lennie James', 'Ewen Bremner', 'Jason Flemyng', 'Andy Beckwith', 'Charles Cork', 'Sorcha Cusack', 'Dave Legeno', 'Trevor Steedman', 'Yuri Stepanov', 'Velibor Topic', 'Liam McMahon', 'Tim Faraday', ""Elwin 'Chopper' David"", 'William Beck', 'Sam Douglas', 'Adam Fogerty', 'Eric Meyers', 'Jason Buckham', 'Mickey Cantwell', 'Nicola Collins', 'Teena Collins', 'James Cunningham', 'Mickey Dee', 'Goldie', 'Sid Hoare', 'Ronald Isaac', 'Chuck Julian', 'Jason Ninh Cao', ""Paul O'Boyle"", 'Jimmy Roussounis', 'Sidney Sedin', 'Peter Szakacs', 'John Taheny', 'Mick Theo', 'Andy Till', 'Scott Welch', 'Michael Hughes', 'James Warren', 'Austin Drage', 'Liam Donaghy', 'Joe Williams', 'John Farnell', 'Shaun Pearson', 'Dean Smith', 'Roy Snell', 'Andrew Shield', 'Guy Ritchie']",7.8,Guy Ritchie,"['england', 'gypsy', 'gambling', 'bare knuckle boxing', 'slang', 'robbery', 'trailer park', 'antwerp', 'boxer', 'pig', 'violence', 'underground fighting', 'cult film', 'diamond heist', 'pikey']"
135,"['Comedy', 'Music', 'Romance', 'Crime']","['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Alex Ball', 'Brandon Beach', 'Phil Bloom', 'Willie Bloom', 'Al Breneman', 'Steve Carruthers', 'James J. Casino', 'Noble Chissell', 'Beulah Christian', 'Ted Christy', 'Robert Cole', 'Marian Collier', 'Pat Comiskey', 'Bing Conley', 'John Cretoria', 'Paul Cristo', 'James Dime', 'Franklyn Farnum', 'Joan Fields', 'Duke Fishman', 'Mary Foley', 'George Ford', 'Paul Frees', 'Joanne Genthon', 'Bobby Gilbert', 'Joseph Glick', 'Jack Gordon', 'Joe Gray', 'Stuart Hall', 'Sam Harris', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'Ted Hook', 'Shep Houghton', 'John Indrisano', 'Tom Kennedy', 'Joseph La Cava', 'George Lake', 'Carl M. Leviness', 'King Lockwood', 'John Logan', 'Hank Mann', 'Tiger Joe Marsh', 'Jack Mather', 'Tipp McClure', 'Penny McGuiggan', 'Frank McLure', 'Laurie Mitchell', ""William H. O'Brien"", ""Colleen O'Sullivan"", 'Joe Palma', 'Helen Perry', 'Jack Perry', 'Danny Richards Jr.', 'Edwin Rochelle', 'John Roy', 'Cosmo Sardo', 'Scott Seaton', 'Sammy Shack', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Sid Troy', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney']",8.2,Billy Wilder,"['chicago, illinois', 'florida', 'witness', 'musician', 'mafia', 'cross dressing', 'train', 'band', 'spats', 'all girl band', ""st. valentine's day massacre"", 'sugar', ""valentine's day"", 'dressing']"
136,"['Crime', 'Drama']","['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver', 'Marshall Bell', 'Frances Lee McCain', 'Bruce Kirby', 'William Bronder', 'Scott Beach', 'Richard Dreyfuss', 'John Cusack', 'Madeleine Swift', 'Popeye', 'Geanette Bobst', 'Art Burke', 'Matt Williams', 'Andy Lindberg', 'Dick Durock', 'O.B. Babbs', 'Charlie Owens', 'Kenneth Hodges', 'John Hodges', 'Susan Thorpe', 'Korey Scott Pollard', 'Rick Elliott', 'Kent W. Luttrell', 'Chance Quinn', 'Jason Naylor']",7.9,Rob Reiner,"['based on novel or book', 'oregon, usa', 'normandy, france', 'friendship', 'coming of age', 'railroad track', 'story within the story', 'flipping coin', 'campfire story', 'child', '1950s', 'boys', 'coin toss']"
137,"['Science Fiction', 'Action', 'Adventure']","['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy', 'Eric Bana', 'Karl Urban', 'Bruce Greenwood', 'Zoe Saldana', 'Anton Yelchin', 'Simon Pegg', 'John Cho', 'Ben Cross', 'Winona Ryder', 'Chris Hemsworth', 'Jennifer Morrison', 'Rachel Nichols', 'Faran Tahir', 'Clifton Collins Jr.', 'Tony Elias', 'Sean Gerace', 'Randy Pausch', 'Tim Griffin', 'Freda Foh Shen', 'Kasia Kowalczyk', 'Jason Brooks', 'Sonita Henry', 'Kelvin Yu', 'Marta Martin', 'Tavarus Conley', 'Jeff Castle', 'Billy Brown', 'Jimmy Bennett', 'Greg Grunberg', 'Spencer Daniels', 'Jeremy Fitzgerald', 'Zoe Chernov', 'Max Chernov', 'Jacob Kogan', 'Lorenzo James Henrie', 'Colby Paul', 'Cody Klop', 'Akiva Goldsman', 'Anna Katarina', 'Douglas Tait', 'Tony Guma', 'Gerald W. Abrams', 'James McGrath', 'Jason Matthew Smith', 'Marcus Young', 'Bob Clendenin', 'Darlena Tejeiro', 'Reggie Lee', 'Jeffrey Byron', 'Jonathan Dixon', 'Tyler Perry', 'Ben Binswagner', 'Margot Farley', 'Paul McGillion', 'Lisa Vidal', 'Alex Nevil', 'Kimberly Arland', 'Sufe Bradshaw', 'Jeff Chase', 'Charles Haugk', 'Nana Hill', 'Michael Saglimbeni', 'John Blackman', 'Jack Millard', 'Shaela Luter', 'Sabrina Morris', 'Michelle Parylak', 'Oz Perkins', 'Amanda Foreman', 'Michael Berry Jr.', 'Lucia Rijker', 'Pasha D. Lychnikoff', 'Matthew Beisner', 'Neville Page', 'Jesper Inglis', 'Greg Ellis', 'Marlene Forte', 'Leonard O. Turner', 'Mark Bramhall', 'Ronald F. Hoiseck', 'Irene Roseen', ""Jeff O'Haco"", 'Scottie Thompson', 'Deep Roy', 'Majel Barrett', 'Ronnie Steadman', 'Arne Starr', 'Rico E. Anderson', 'Richard Arnold', 'Tad Atkinson', 'Leslie Augustine', 'Johnny Baca', 'Diora Baird', 'Sala Baker', 'Leo Baligaya', 'Corey Becker', 'Larry Blackman', 'Jessica Boss', 'Neil S. Bulk', 'Etalvia Cashin', 'James Cawley', 'Brad Champagne', 'Zachary Culbertson', 'Jeffrey De Serrano', 'T.C. De Witt', 'Calvin Dean', 'Christopher Doohan', 'Claire Doré', 'Mark Casimir Dyniewicz Jr.', 'Etienne Eckert', 'Ken Edling', 'Aliza Finley', 'Ian Fisher', 'Anna Florence', 'Mathew Thomas Foss', 'Massi Furlan', 'Tommy Germanovich Jr.', 'Mary Grace', 'Wyatt Gray', 'Joshua Greene', 'Nancy Guerriero', 'Jarrell Hall', 'Justin Rodgers Hall', 'Jeffery Hauser', 'Brad William Henke', 'Ryan T. Husk', 'Elizabeth Ingalls', 'Sierra Kane', 'Christopher Karl Johnson', 'Jolene Kay', 'Lauren Mary Kim', 'Sarah Klaren', 'Makiko Konishi', 'Tashana Landray', 'Bryan Lee', 'Daniel D. Lee', 'Anne Leighton', 'James Lew', 'Jill Lover', 'Steve Luna', 'Aaron Lynch', 'Justin Malachi', 'Nav Mann', 'Paul Marshall', 'Owen Martin', 'Taylor McCluskey', 'Matthew McGregor', 'Caitlin McKenna-Wilkinson', 'Andrew Mew ', 'Patrizia Milano', 'Heidi Moneymaker', 'Kevin Moser', 'Jonathan W.D. Newkerk', 'Westley Nguyen', 'Jim Nieb', 'Andres Perez-Molina', 'Mark Phelan', 'Damion Poitier', 'Rahvaunia', 'Bertrand Roberson Jr.', 'Deborah Rombaut', 'Leonard Jonathan Ruebe', 'Darth Schuhe', 'Ramona Seymour', 'William Morgan Sheppard', 'Katie Soo', 'Joseph Stephens Jr.', 'Joseph Steven', 'T.J. Storm', 'Kaitlin Sullivan', 'Paul Townsend', 'Scott Trimble', 'Errik Tustenuggee', 'Ravi Valleti', 'Jason Vaughn', 'A.J. Verel', 'Brian Waller', 'Steve Wharton', 'Wil Wheaton', 'Brianna Womick', 'Rob Wood', 'Lynnanne Zager']",7.4,J.J. Abrams,"['san francisco, california', 'spacecraft', 'teleportation', 'space mission', 'parachute', 'time travel', 'black hole', 'supernova', 'prequel', 'warp speed', 'futuristic', 'warp engine', 'space', 'romulans', 'alternate reality', 'space opera', 'reboot', 'unlikely friendship', 'child driving car', '23rd century', 'based on tv series', '24th century']"
138,"['Adventure', 'Action', 'Science Fiction']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Sebastian Shaw', 'Ian McDiarmid', 'Frank Oz', 'James Earl Jones', 'David Prowse', 'Alec Guinness', 'Kenny Baker', 'Michael Pennington', 'Kenneth Colley', 'Michael Carter', 'Denis Lawson', 'Tim Rose', 'Dermot Crowley', 'Caroline Blakiston', 'Warwick Davis', 'Jeremy Bulloch', 'Femi Taylor', 'Annie Arbogast', 'Claire Davenport', 'Jack Purvis', 'Mike Edmonds', 'Jane Busby', 'Malcolm Dixon', 'Mike Cottrell', 'Nicki Reade', 'Adam Bareham', 'Jonathan Oliver', 'Pip Miller', 'Tom Mannion', 'Margo Apostolos', 'Ray Armstrong', 'Eileen Baker', 'Michael Henbury Ballan', 'Bobby Bell', 'Patty Bell', 'Alan Bennett', 'Sarah Bennett', 'Pamela Betts', 'Danny Blackner', 'Linda Bowley', 'Peter Burroughs', 'Debbie Lee Carrington', 'Maureen Charlton', 'Willie Coppen', 'Sadie Corre', 'Tony Cox', 'John Cumming', ""Jean D'Agostino"", 'Luis De Jesus', 'Debbie Dixon', 'Margarita Fernández', 'Phil Fondacaro', 'Sal Fondacaro', 'Tony Friel', 'Daniel Frishman', 'John Ghavan', 'Michael Gilden', 'Paul Grant', 'Lydia Green', 'Lars Green', 'Pam Grizz', 'Andrew Herd', 'J.J. Jackson', 'Richard Jones', 'Trevor Jones', 'Glynn Jones', 'Karen Lay', 'John Lummiss', 'Nancy MacLean', 'Peter Mandell', 'Carole Morris', 'Stacie Nichols', 'Chris Nunn', ""Barbara O'Laughlin"", 'Brian Orenstein', 'Harrell Parker Jr.', 'John Pedrick', 'April Perkins', 'Ronnie Phillips', 'Katie Purvis', 'Carol Read', 'Nicholas Read', 'Diana Reynolds', 'Danielle Rodgers', 'Chris Romano', 'Dean Shackelford', 'Kiran Shah', 'Felix Silla', 'Linda Spriggs', 'Gerald Staddon', 'Josephine Staddon', 'Kevin Thompson', 'Kendra Wall', 'Brian Wheeler', 'Butch Wilhelm', 'Mark Dodson', 'Simon J. Williamson', 'Richard Bonehill', 'David Gonzales', 'Peter Roy', 'Erik Bauersfeld', 'Mike Quinn', 'Bill Kipsang Rotich', 'Deep Roy', 'Alisa Berk', 'Hugh Spight', 'Swee Lim', 'Richard Robinson', 'Gerald Home', 'Phil Herbert', 'Tim Dry', 'Sean Crawford', 'Phil Tippett', 'Michael McCormick', 'Toby Philpott', 'David Alan Barclay', 'Larry Ward', 'Jasper Jacob', 'Peter Allen', 'John Altman', 'Glyn Baker', 'Dickey Beer', 'Ailsa Berk', 'Don Bies', 'Paul Brooke', 'Ben Burtt', 'Maurice Bush', 'Trevor Butterfield', 'Vivienne Chandler', 'Tony Clarkin', 'Kenneth Coombs', 'Andy Cunningham', 'Peter Diamond', 'Richard Driscoll', 'Douglas Farrell', 'Alan Flyng', 'Ernie Fosselius', 'Stuart Fox', 'Isaac Grand', 'Gordon Hann', 'Alan Harris', 'Walter Henry', 'Philip Herbert', 'Larry Holt', 'William Hoyland', 'Colin Hunt', 'Monty Jordan', 'Michael Josephs', 'Eiji Kusuhara', 'Anthony Lang', 'Arnold Lee', 'Julius LeFlore', 'John Maloney', 'Paul Markham', 'Richard Marquand', 'Hilton McRae', 'Billy J. Mitchell', 'Amanda Noar', 'Terry Sach', 'Errol Shaker', 'Paul Springer', 'Guy Standeven', 'David Stone', 'Jules Walters', 'Robert Watts', 'Pat Welsh', 'Paul Weston', 'Corey Dee Williams', 'Michael Stevens']",7.9,Richard Marquand,"['sibling relationship', 'rebel', 'spacecraft', 'emperor', 'space battle', 'matter of life and death', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']"
139,"['Crime', 'Thriller']","['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Patricia Hitchcock', 'Kasey Rogers', 'Leo G. Carroll', 'Marion Lorne', 'Jonathan Hale', 'Robert Gist', 'Howard St. John', 'Norma Varden', 'John Brown', 'Brooks Benedict', 'John Doucette', 'Harry Hines', 'Alfred Hitchcock']",7.8,Alfred Hitchcock,"['perfect crime', 'obsession', 'island', 'carousel ', 'train ride', 'psychopath', 'lighter', 'noir', 'murder', 'cheating wife', 'strangulation', 'amusement park', 'husband wife estrangement', 'chance meeting', 'cocktail party', 'fiancée', 'penn station', 'storm drain', 'tennis match', 'tennis pro']"
140,['Drama'],"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Cecil B. DeMille', 'Hedda Hopper', 'Buster Keaton', 'Anna Q. Nilsson', 'H.B. Warner', 'Ray Evans', 'Jay Livingston', 'Fred Aldrich', 'Joel Allen', 'Gertrude Astor', 'Anne Bauchens', 'Edward Biby', 'Danny Borzage', 'Ken Christy', 'Ruth Clifford', 'John Cortay', 'Archie R. Dalzell', 'Eddie Dew', 'Julia Faye', 'Al Ferguson', 'Gerry Ganzer', 'Rudy Germane', 'Kenneth Gibson', 'Creighton Hale', 'Chuck Hamilton', 'Len Hendry', 'E. Mason Hopper', 'Stan Johnson', 'Tiny Jones', 'Howard Joslin', 'Arthur Lane', 'Perc Launders', 'William Meader', 'Gertrude Messinger', 'Harold Miller', 'Howard Negley', 'John ""Skins"" Miller', 'Lee Miller', 'Ralph Montgomery', 'Bert Moorhouse', 'Jay Morley', 'Eva Novak', ""Frank O'Connor"", ""Robert Emmett O'Connor"", 'Jack Perrin', 'Sidney Skolsky', 'Emmett Smith', 'Archie Twitchell', 'Yvette Vickers', 'Edward Wahrman', 'Henry Wilcoxon', 'Peter Drynan', 'Sanford E. Greenwald', 'James Hawley', 'Alan Marston', 'Bernice Mosk', 'Virginia L. Randolph', 'Bill Sheehan', 'Roy Thompson']",8.4,Billy Wilder,"[""new year's eve"", 'screenwriter', 'jealousy', 'butler', 'loss of sense of reality', 'diva', 'delusion', 'noir', 'breaking the fourth wall', 'hollywood', 'los angeles, california', 'madness', 'aging actor', 'has been', 'silent film star', 'grandiose  behavior', 'kept man', 'movie studio', 'adapted into play or musical']"
