user,neighbors
523,"[673, 1237, 497, 1145, 189, 233, 1322, 447, 721, 1600, 169, 1028, 1611, 371, 298, 1665, 1035, 1667, 877, 1470, 1709, 1586, 286, 674, 416, 148, 1359, 891, 1222, 106, 355, 90, 1238, 1255, 1077, 919, 1724, 1303, 345, 1340, 5, 292, 337, 154, 296, 381, 1473, 156, 656, 1618, 1244, 1351, 578, 1214, 559, 1031, 701, 1213, 353, 71, 974, 1769, 105, 1588, 739, 1759, 1494, 537, 1372, 1096, 24, 1306, 1027, 235, 68, 265, 1086, 341, 1191, 1562, 1718, 176, 1533, 705, 365, 1300, 139, 1804, 440, 1282, 1457, 1589, 911, 922, 1135, 1362, 1219, 1012, 1514, 569, 1528, 543, 393, 1257, 1066, 1500, 734, 52, 93, 572, 751, 1716, 1779, 140, 327, 1565, 846, 1276, 1781, 1186, 19, 746, 1478, 845, 1686, 1234, 12, 414, 1497, 254, 1131, 692, 1263, 183, 624, 566, 481, 1604, 588, 1218, 1112, 1488, 1235, 1662, 1676, 1294, 351, 1382, 745, 1180, 1056, 1039, 443, 251, 1389, 748, 1648, 1659, 1613, 1677, 794, 1018, 991, 1122, 708, 1486, 913, 1283, 301, 779, 175, 1596, 125, 546, 258, 532, 706, 392, 314, 1664, 304, 1154, 990, 702, 1416, 1423, 78, 118, 1813, 180, 535, 597, 1708, 1543, 1250, 279, 307, 149, 899, 1165, 388, 428, 1712, 820, 1395, 109, 331, 334, 1785, 937, 1376, 841, 829, 824, 315, 564, 446, 1158, 733, 1432, 442, 666, 318, 1560, 963, 1496, 431, 1258, 575, 1354, 955, 1509, 1444, 492, 478, 1691, 207, 151, 309, 1641, 398, 1758, 1330, 512, 1767, 1026, 712, 1087, 1462, 275, 1568, 1631, 1162, 967, 606, 391, 1040, 386, 1573, 530, 1184, 1196, 1102, 1714, 510, 1732, 92, 1046, 1728, 1159, 1232, 769, 1511, 1689, 817, 131, 1400, 1033, 181, 1406, 542, 1140, 1073, 407, 1144, 1009, 1398, 1583, 1628, 774, 63, 1387, 1581, 1373, 649, 1338, 647, 1816, 1750, 280, 504, 1314, 1353, 1231, 80, 639, 300, 1328, 1449, 70, 165, 1518, 717, 1307, 188, 455, 210, 1455, 904, 1642, 333, 240, 239, 526, 1413, 587, 1450, 1032, 1043, 1796, 196, 1815, 960, 1722, 608, 395, 408, 1163, 900, 1019, 1738, 370, 493, 343, 1519, 62, 903, 31, 589, 1207, 421, 1614, 459, 1002, 549, 1597, 69]"
532,"[1282, 1303, 1600, 355, 1340, 1611, 292, 1528, 5, 1056, 90, 1648, 1238, 298, 1560, 1027, 1035, 1154, 1145, 1077, 443, 1416, 1664, 416, 233, 919, 78, 24, 1497, 1214, 1135, 566, 673, 1237, 666, 974, 1359, 481, 447, 543, 286, 296, 1191, 71, 148, 937, 845, 345, 1122, 1372, 877, 301, 656, 106, 739, 189, 1255, 169, 446, 337, 1500, 705, 442, 1759, 578, 1222, 154, 1718, 183, 1533, 1218, 1813, 1689, 1709, 963, 1589, 1423, 1586, 733, 265, 304, 1028, 497, 1031, 911, 1470, 1263, 751, 398, 351, 140, 1769, 746, 1565, 125, 734, 1012, 1494, 1244, 1514, 327, 1815, 1362, 922, 624, 1724, 1322, 353, 745, 1562, 1258, 1779, 331, 235, 1294, 19, 175, 1665, 314, 1283, 307, 779, 1478, 156, 1588, 824, 841, 1400, 1257, 1804, 846, 537, 1096, 1473, 1395, 391, 254, 955, 1213, 535, 913, 1676, 1712, 1040, 371, 381, 1086, 1708, 1234, 891, 93, 1659, 1186, 386, 131, 1677, 1184, 1618, 674, 1785, 1631, 526, 774, 151, 542, 530, 1732, 1307, 1714, 706, 251, 139, 1112, 1509, 817, 1662, 990, 149, 523, 712, 1457, 1716, 414, 1039, 318, 407, 1033, 12, 1496, 1450, 1131, 1641, 105, 1486, 1444, 967, 309, 1488, 68, 279, 1144, 1306, 1066, 1387, 1219, 1573, 721, 701, 1087, 1382, 546, 1389, 597, 1767, 569, 1728, 904, 392, 1543, 365, 1351, 109, 341, 1276, 258, 510, 1398, 1159, 388, 829, 1667, 92, 1314, 647, 1376, 606, 1758, 207, 492, 1235, 1231, 1642, 1449, 1140, 991, 1354, 899, 1432, 708, 1018, 702, 769, 1196, 1073, 1568, 1328, 1750, 1581, 820, 1330, 572, 440, 176, 333, 1583, 1691, 1165, 1300, 393, 794, 52, 1102, 1604, 239, 80, 63, 692, 181, 1613, 1009, 280, 1628, 748, 165, 1180, 717, 1338, 180, 512, 649, 1406, 1462, 315, 639, 1781, 1722, 1162, 559, 478, 428, 1796, 1353, 1455, 300, 575, 1686, 1046, 1816, 70, 1163, 588, 1026, 118, 275, 1250, 455, 334, 1043, 408, 210, 188, 608, 1158, 240, 196, 431, 564, 1518, 1511, 960, 1232, 1373, 1596, 587, 1738, 395, 343, 900, 504, 421, 1413, 493, 1032, 903, 370, 1019, 62, 31, 1614, 1519, 549, 1207, 589, 1002, 459, 69, 1597]"
535,"[542, 1387, 386, 447, 286, 734, 233, 1237, 1263, 1340, 1238, 298, 1600, 90, 5, 751, 1096, 296, 974, 673, 1012, 1077, 106, 149, 569, 1759, 1213, 1359, 779, 292, 139, 1589, 877, 919, 1416, 355, 1028, 1145, 1214, 175, 1470, 388, 1122, 1362, 1689, 1135, 911, 1813, 443, 345, 1586, 1154, 1162, 1191, 739, 371, 24, 327, 154, 820, 1494, 1186, 1282, 1785, 1611, 416, 1528, 1779, 1709, 337, 351, 1056, 279, 1724, 301, 745, 656, 148, 891, 769, 526, 937, 1648, 1716, 1642, 1664, 1769, 1258, 309, 71, 1184, 189, 1140, 913, 532, 169, 314, 1718, 183, 105, 1222, 666, 1565, 1255, 392, 1086, 1303, 446, 701, 307, 1543, 1234, 93, 1306, 481, 1351, 1665, 1486, 746, 566, 1573, 1497, 1659, 1389, 1027, 1328, 1714, 1618, 265, 1750, 1677, 922, 1322, 1257, 588, 674, 1400, 181, 1244, 353, 1283, 1231, 1500, 492, 1395, 1219, 1018, 846, 1560, 1294, 817, 1040, 1533, 140, 1488, 1804, 1218, 721, 1372, 624, 523, 275, 1039, 1165, 1035, 497, 235, 1514, 845, 1423, 546, 733, 1708, 52, 578, 1276, 304, 639, 1382, 1131, 963, 899, 1457, 559, 537, 381, 68, 442, 692, 1432, 414, 990, 1583, 19, 1767, 318, 960, 1676, 1562, 1667, 78, 280, 706, 967, 794, 188, 331, 543, 904, 702, 575, 647, 530, 300, 151, 1728, 1588, 1066, 708, 1330, 63, 1102, 824, 125, 1732, 1031, 991, 1568, 829, 1781, 1473, 1300, 1196, 1406, 1026, 1087, 165, 1509, 395, 1112, 510, 572, 258, 1376, 1662, 391, 1613, 1815, 1158, 1518, 1758, 1450, 341, 156, 1478, 92, 1816, 1159, 1144, 398, 705, 315, 254, 109, 955, 365, 564, 1462, 712, 80, 841, 12, 1444, 1449, 393, 407, 1581, 1398, 1338, 1354, 131, 207, 1628, 1033, 1353, 504, 1796, 1307, 1604, 608, 1511, 428, 512, 455, 431, 1712, 748, 210, 1641, 1455, 251, 649, 1073, 1032, 239, 1235, 597, 1180, 1046, 1496, 440, 1314, 1373, 606, 1009, 334, 478, 1232, 1596, 587, 176, 70, 1738, 408, 1691, 240, 1250, 333, 717, 118, 180, 1722, 1631, 196, 774, 1686, 1019, 1413, 1163, 589, 343, 493, 1614, 900, 1043, 1002, 903, 62, 549, 421, 1207, 1519, 459, 370, 31, 1597, 69]"
1628,"[165, 207, 1589, 154, 365, 497, 1340, 721, 734, 673, 674, 140, 292, 301, 169, 1804, 381, 877, 371, 1077, 24, 1382, 1145, 1470, 105, 1494, 1238, 537, 286, 1237, 440, 1779, 1135, 296, 1586, 1732, 1708, 572, 1255, 1027, 911, 974, 1600, 1716, 1478, 492, 265, 937, 891, 345, 1389, 233, 1588, 307, 189, 139, 1028, 298, 963, 1676, 275, 446, 1218, 1096, 447, 666, 90, 353, 1473, 355, 1583, 1186, 106, 1562, 351, 149, 1488, 63, 428, 1031, 443, 702, 327, 1659, 1303, 746, 578, 318, 1222, 919, 388, 1283, 5, 559, 1362, 922, 656, 1263, 279, 386, 692, 1066, 588, 1714, 1056, 1086, 1457, 701, 1500, 1214, 569, 1724, 1665, 416, 1244, 481, 258, 1486, 504, 739, 1257, 817, 309, 337, 1322, 1709, 1235, 1528, 543, 1231, 779, 156, 745, 705, 841, 183, 1759, 1191, 148, 442, 1416, 1533, 1689, 175, 93, 315, 1213, 1353, 1750, 1423, 733, 1387, 1330, 712, 1785, 990, 1611, 392, 845, 606, 1122, 1039, 706, 235, 913, 1359, 1631, 708, 1718, 1758, 1769, 575, 1154, 624, 1258, 1565, 1648, 1813, 1184, 341, 71, 68, 304, 1294, 1196, 391, 414, 1026, 1306, 151, 1307, 532, 1328, 769, 829, 523, 510, 1012, 751, 78, 904, 1667, 1677, 1444, 1159, 1497, 1618, 1514, 991, 535, 1158, 639, 131, 431, 314, 1282, 12, 820, 1781, 1662, 1073, 1219, 125, 1112, 1395, 1040, 1300, 408, 1234, 967, 1046, 542, 1518, 1462, 1351, 566, 1767, 1087, 188, 846, 1033, 1018, 181, 1664, 526, 608, 109, 1140, 70, 1372, 1543, 52, 80, 794, 1686, 1511, 1642, 1450, 1560, 1738, 407, 251, 1613, 1573, 546, 1449, 1180, 899, 239, 1455, 334, 597, 530, 1496, 1406, 92, 824, 1568, 1815, 1338, 19, 331, 1144, 1581, 1712, 1131, 1102, 649, 240, 395, 647, 1165, 1162, 398, 1400, 176, 118, 564, 1035, 1596, 210, 1163, 1373, 960, 1728, 1250, 455, 1032, 1276, 1432, 1376, 1232, 748, 300, 1604, 180, 1398, 512, 196, 31, 1413, 955, 254, 1354, 587, 774, 1796, 1691, 1509, 393, 333, 1641, 280, 1314, 717, 478, 1816, 1009, 1519, 903, 1043, 1722, 900, 1019, 421, 549, 1614, 343, 589, 493, 1002, 370, 62, 69, 1207, 459, 1597]"
1631,"[1033, 1596, 118, 176, 180, 748, 1180, 1686, 1354, 1300, 334, 478, 251, 774, 1046, 341, 794, 407, 1781, 1250, 1031, 12, 1600, 673, 1804, 1586, 1322, 911, 447, 233, 497, 937, 1759, 1588, 78, 292, 692, 1086, 712, 1213, 105, 1340, 1154, 572, 169, 1255, 1473, 1676, 355, 1359, 24, 1724, 1528, 481, 1303, 154, 666, 1444, 674, 19, 1457, 391, 1470, 327, 1145, 1494, 68, 345, 606, 1077, 1718, 656, 1056, 71, 845, 1500, 532, 974, 624, 578, 318, 5, 1362, 446, 353, 1040, 1039, 955, 1648, 416, 1012, 1237, 301, 189, 139, 1258, 140, 877, 1222, 351, 1611, 1283, 1709, 286, 388, 1066, 734, 443, 275, 1618, 1533, 733, 1714, 1276, 148, 1282, 746, 1543, 1238, 1560, 1689, 1642, 829, 304, 298, 1589, 1565, 1785, 175, 296, 1677, 1486, 1135, 1769, 93, 1294, 337, 1416, 1244, 1257, 1732, 913, 1035, 1514, 90, 779, 543, 1497, 1758, 1750, 1219, 125, 566, 1665, 1659, 1351, 1096, 365, 1813, 442, 899, 1716, 1234, 307, 922, 106, 1122, 258, 1307, 1027, 701, 1263, 314, 1708, 1664, 575, 1372, 721, 1376, 530, 1191, 1767, 52, 1562, 1131, 537, 990, 1573, 1662, 1488, 523, 1028, 991, 235, 149, 188, 265, 745, 1073, 239, 1018, 1214, 597, 751, 381, 279, 183, 392, 1330, 1389, 1712, 1628, 309, 919, 1184, 1815, 398, 841, 1144, 967, 647, 331, 705, 1218, 510, 817, 70, 717, 1338, 702, 1478, 254, 414, 1306, 151, 706, 739, 891, 371, 131, 1328, 1779, 393, 569, 846, 1165, 1196, 769, 181, 428, 1231, 63, 608, 559, 546, 1400, 963, 1432, 300, 207, 1583, 1423, 1604, 492, 1159, 1462, 156, 440, 1353, 1235, 904, 92, 960, 1816, 1496, 1186, 1398, 588, 1395, 1087, 1032, 824, 80, 1387, 315, 165, 1613, 1667, 1112, 1162, 504, 1450, 1728, 1158, 395, 455, 1382, 512, 1373, 1406, 1641, 1140, 408, 587, 1102, 639, 431, 280, 109, 1026, 526, 820, 649, 196, 386, 1314, 1511, 1518, 1413, 1449, 1509, 1691, 1232, 1009, 708, 1722, 1568, 240, 210, 535, 1581, 1163, 542, 1043, 1455, 333, 1796, 1738, 1019, 564, 370, 900, 549, 343, 903, 589, 493, 1002, 31, 1614, 62, 1207, 1519, 421, 459, 1597, 69]"
1145,"[292, 24, 388, 345, 1340, 1012, 298, 355, 673, 666, 1237, 1191, 1470, 1709, 233, 5, 353, 1077, 169, 1600, 90, 1659, 656, 891, 140, 1494, 1086, 446, 1214, 1028, 1611, 1263, 1056, 1664, 1027, 1779, 1322, 154, 1222, 443, 1255, 1238, 1759, 148, 1528, 1135, 1244, 337, 105, 1724, 351, 189, 974, 1769, 1589, 911, 877, 937, 1303, 566, 1306, 106, 1586, 1359, 416, 265, 734, 371, 1588, 569, 1718, 1813, 1562, 497, 674, 183, 1665, 286, 304, 578, 1676, 301, 1500, 1362, 1648, 845, 739, 68, 779, 481, 1257, 1716, 919, 327, 331, 1213, 922, 442, 1514, 1488, 447, 1473, 1282, 414, 1677, 1714, 296, 1283, 1533, 139, 19, 1154, 1497, 745, 309, 1781, 543, 1708, 391, 899, 1276, 1565, 1219, 1732, 239, 1234, 1122, 175, 365, 1804, 314, 1351, 1040, 705, 1618, 1689, 1186, 492, 523, 1416, 537, 78, 841, 1389, 1750, 1035, 1328, 1300, 572, 624, 381, 1330, 692, 207, 751, 1184, 156, 1031, 71, 990, 721, 963, 1131, 913, 746, 1785, 392, 1767, 829, 1382, 52, 318, 733, 606, 1144, 407, 1096, 1478, 1165, 1218, 1387, 817, 532, 967, 706, 1457, 1372, 712, 386, 1543, 820, 235, 125, 1573, 824, 1662, 1395, 63, 530, 1039, 546, 1486, 1432, 991, 1066, 1667, 1294, 341, 526, 181, 307, 176, 93, 510, 1140, 258, 1423, 398, 535, 149, 1231, 12, 109, 708, 846, 275, 575, 1560, 1258, 1046, 1758, 393, 251, 1642, 702, 92, 1235, 1087, 794, 428, 1462, 748, 279, 701, 769, 1338, 774, 315, 334, 1307, 188, 588, 151, 1250, 1604, 542, 1033, 1112, 955, 1628, 512, 1102, 1180, 904, 1400, 440, 1196, 647, 1314, 1815, 1450, 165, 180, 1596, 504, 395, 1583, 1509, 431, 1018, 1631, 1686, 559, 1354, 1376, 1444, 80, 254, 1728, 280, 1158, 1613, 1159, 118, 1641, 1026, 1518, 1073, 1496, 597, 131, 210, 639, 1032, 1162, 608, 587, 717, 1353, 1406, 1712, 1009, 333, 1581, 300, 649, 1449, 478, 960, 1398, 564, 1691, 1722, 1455, 455, 408, 70, 1511, 1796, 1568, 1816, 1232, 1163, 1413, 196, 1373, 1019, 240, 1738, 1043, 900, 1614, 343, 493, 31, 1002, 459, 1207, 589, 421, 549, 1519, 903, 62, 370, 1597, 69]"
52,"[1611, 298, 673, 233, 1562, 1494, 90, 877, 1600, 1237, 1648, 1145, 355, 911, 1340, 327, 779, 292, 1238, 391, 1470, 1191, 1213, 734, 1214, 937, 1263, 189, 739, 414, 497, 1056, 1659, 656, 1714, 1804, 1586, 106, 1219, 1533, 1589, 296, 919, 5, 416, 1416, 1231, 666, 606, 891, 1027, 1257, 1028, 624, 140, 1303, 139, 105, 1362, 1708, 1086, 569, 1096, 392, 922, 353, 265, 1184, 443, 345, 1255, 1613, 1718, 1359, 304, 169, 1588, 841, 1322, 1473, 578, 1077, 1769, 1012, 351, 1813, 1135, 154, 19, 1039, 24, 446, 1066, 1382, 1759, 1282, 371, 235, 1222, 712, 1514, 1235, 1573, 183, 523, 1457, 899, 530, 1779, 1283, 674, 71, 341, 148, 1165, 181, 301, 702, 1565, 381, 537, 746, 1234, 845, 566, 1497, 751, 1040, 12, 1528, 1500, 1122, 175, 314, 118, 1488, 388, 1560, 1486, 1677, 543, 1716, 337, 1618, 1351, 318, 706, 1112, 1330, 546, 447, 1276, 1785, 1144, 1131, 78, 68, 1665, 705, 1018, 1709, 1750, 1031, 1642, 398, 1158, 1244, 913, 1258, 1376, 1389, 1306, 1676, 176, 309, 974, 254, 1664, 251, 1758, 207, 151, 1423, 365, 733, 824, 794, 588, 1724, 239, 334, 93, 109, 286, 442, 990, 1432, 1307, 1218, 279, 275, 393, 1732, 774, 526, 535, 1186, 156, 1462, 1781, 721, 1033, 1395, 1689, 967, 829, 846, 63, 649, 1543, 1728, 258, 1354, 1686, 1154, 1712, 1767, 1400, 820, 1250, 1046, 542, 692, 125, 1387, 180, 1596, 1478, 492, 1449, 748, 1087, 1667, 1300, 559, 510, 407, 1180, 1398, 1662, 386, 963, 481, 647, 1631, 307, 315, 1568, 431, 745, 504, 904, 1196, 1722, 512, 817, 1328, 1035, 597, 769, 1518, 1583, 1314, 639, 331, 428, 478, 1509, 532, 955, 280, 1162, 608, 1140, 701, 1338, 1444, 1816, 1102, 1294, 991, 1353, 149, 210, 1026, 1581, 1009, 92, 455, 300, 1815, 1796, 1604, 717, 333, 1406, 575, 1073, 188, 572, 960, 1372, 131, 240, 1641, 440, 165, 70, 1511, 1691, 1413, 1455, 80, 1232, 1628, 395, 1450, 1163, 587, 1496, 708, 564, 1159, 1738, 1373, 1032, 196, 1019, 408, 1043, 370, 900, 1002, 31, 493, 62, 343, 421, 1614, 549, 1519, 459, 903, 1207, 589, 1597, 69]"
1144,"[414, 71, 292, 1145, 351, 391, 148, 355, 1237, 78, 301, 1560, 1340, 1750, 1027, 1263, 1611, 1494, 1322, 327, 1664, 235, 1759, 530, 446, 734, 1497, 1086, 1219, 298, 1533, 960, 1813, 1779, 1213, 1056, 309, 1659, 345, 1077, 1804, 739, 1600, 443, 578, 779, 169, 1586, 911, 1222, 1413, 937, 1573, 1122, 1231, 1676, 109, 5, 1470, 353, 1238, 1528, 1244, 125, 891, 1087, 497, 90, 1362, 337, 829, 156, 1283, 24, 106, 673, 1728, 1648, 1562, 712, 1258, 845, 1718, 566, 1039, 974, 674, 1716, 1135, 1303, 841, 365, 388, 1218, 233, 656, 666, 331, 1583, 416, 1140, 1031, 341, 105, 371, 1257, 296, 922, 1112, 1416, 481, 52, 1191, 1677, 1724, 154, 733, 1423, 1588, 746, 189, 1028, 1214, 1714, 1154, 1165, 1282, 1376, 877, 318, 1785, 1662, 1276, 1781, 919, 1234, 955, 1514, 532, 751, 1046, 705, 1432, 1709, 1478, 1473, 398, 817, 990, 624, 447, 333, 1500, 1306, 392, 286, 139, 1250, 1359, 1689, 1444, 1338, 265, 251, 442, 1486, 1186, 307, 407, 1255, 745, 279, 68, 1012, 1040, 794, 183, 1604, 1450, 19, 899, 546, 904, 991, 1096, 1400, 1131, 176, 846, 913, 1769, 543, 1642, 386, 1767, 1613, 180, 151, 1330, 304, 967, 1389, 140, 572, 93, 1035, 963, 118, 181, 207, 692, 1307, 748, 1686, 1300, 1395, 1372, 1488, 1066, 314, 1354, 649, 526, 721, 1543, 1387, 824, 510, 275, 1351, 1665, 1457, 381, 1018, 1511, 1589, 1455, 1722, 12, 1509, 239, 588, 774, 1708, 492, 175, 1294, 1565, 569, 702, 535, 1667, 1631, 1382, 537, 440, 188, 512, 1641, 1162, 523, 1758, 63, 258, 1314, 701, 1009, 542, 1235, 575, 706, 1815, 1618, 1033, 504, 708, 1184, 606, 1581, 315, 1180, 564, 149, 1449, 1353, 1796, 647, 254, 1462, 1196, 428, 1816, 820, 1019, 1712, 1158, 431, 1496, 393, 1568, 1032, 769, 1738, 1026, 1073, 1159, 587, 334, 1328, 1596, 80, 165, 1732, 210, 478, 608, 1102, 455, 240, 131, 395, 1628, 1373, 1398, 1043, 1232, 300, 639, 196, 717, 597, 1518, 1691, 280, 1406, 92, 459, 70, 1163, 559, 370, 408, 1002, 493, 1519, 1207, 589, 900, 62, 343, 421, 549, 31, 903, 1614, 69, 1597]"
530,"[1750, 298, 1237, 1027, 1263, 292, 327, 1600, 93, 304, 355, 443, 1659, 1494, 1470, 139, 1497, 1664, 447, 974, 353, 1804, 1573, 877, 1145, 105, 1340, 301, 1586, 1724, 296, 140, 899, 5, 1244, 1213, 1077, 1813, 183, 1486, 937, 398, 1028, 351, 1400, 673, 624, 674, 1219, 1255, 1779, 307, 78, 1322, 1039, 416, 1144, 1611, 1257, 337, 751, 148, 181, 734, 1718, 68, 1785, 845, 169, 1478, 1560, 543, 71, 258, 1642, 391, 1662, 90, 569, 381, 1046, 578, 911, 1135, 1665, 1416, 1258, 1303, 371, 1362, 1351, 233, 1562, 106, 705, 1709, 318, 1056, 1473, 1086, 497, 1588, 1238, 156, 666, 779, 1714, 1528, 1565, 1222, 52, 922, 1122, 414, 967, 656, 1376, 1359, 1488, 1186, 702, 1282, 510, 1372, 739, 279, 492, 1191, 1214, 125, 1500, 1716, 1087, 769, 1676, 1769, 891, 1648, 1728, 824, 566, 24, 846, 841, 109, 1330, 1031, 189, 1589, 345, 537, 446, 392, 1708, 1533, 532, 721, 1689, 1300, 572, 265, 1283, 1231, 990, 1066, 1667, 991, 1294, 733, 481, 712, 1234, 963, 1613, 309, 1514, 701, 154, 575, 1583, 1096, 1012, 19, 1184, 904, 1732, 1432, 1306, 1457, 794, 829, 1154, 407, 341, 1387, 1040, 235, 1196, 388, 442, 1033, 365, 1677, 913, 1276, 149, 333, 692, 175, 1781, 188, 386, 1159, 1218, 1314, 314, 1581, 817, 334, 1162, 1423, 546, 745, 118, 151, 180, 12, 428, 240, 286, 254, 820, 1712, 176, 251, 1450, 1035, 63, 1631, 1232, 455, 440, 1398, 1543, 1353, 1759, 1462, 535, 919, 746, 1568, 1131, 774, 1112, 1518, 960, 1165, 1444, 706, 542, 1767, 1691, 393, 608, 523, 207, 708, 748, 1235, 1180, 606, 1395, 275, 1511, 1338, 649, 1018, 210, 1604, 131, 1816, 1686, 1026, 1406, 1509, 331, 1455, 1158, 1449, 431, 1307, 315, 1596, 1389, 478, 559, 1354, 1373, 1382, 1328, 70, 1641, 588, 1796, 1722, 1019, 300, 1102, 1618, 92, 564, 1140, 597, 504, 647, 1032, 80, 1250, 955, 1009, 1413, 1758, 395, 1496, 587, 239, 1628, 1815, 280, 408, 526, 512, 1043, 717, 31, 1738, 639, 165, 1073, 493, 1163, 196, 589, 1002, 549, 421, 900, 459, 343, 1614, 62, 370, 903, 1519, 1207, 1597, 69]"
543,"[1237, 5, 90, 1028, 1340, 355, 1813, 292, 1676, 296, 1759, 656, 1145, 911, 298, 286, 327, 1303, 1724, 233, 1611, 1257, 353, 673, 345, 1056, 1718, 1255, 829, 990, 937, 1031, 974, 666, 1077, 1470, 365, 1086, 447, 265, 877, 1306, 154, 734, 446, 1560, 1488, 963, 1500, 1322, 578, 674, 779, 1244, 416, 443, 301, 1473, 919, 1478, 1494, 381, 148, 566, 705, 1709, 1716, 1528, 1659, 105, 309, 371, 692, 572, 497, 169, 739, 532, 391, 1263, 183, 1186, 1423, 922, 71, 1562, 1027, 1600, 1779, 1214, 68, 1012, 1102, 1135, 841, 1258, 1096, 140, 175, 78, 991, 746, 1282, 235, 1154, 481, 189, 1714, 1039, 24, 1191, 1359, 1689, 1664, 1376, 1283, 891, 442, 1662, 1785, 1769, 1362, 1234, 1708, 151, 1750, 1400, 1238, 706, 139, 1589, 1677, 1804, 106, 530, 1497, 845, 393, 1066, 1218, 254, 1213, 1351, 1665, 1514, 712, 1586, 1815, 624, 1222, 1122, 904, 351, 1131, 398, 1372, 523, 1035, 1416, 1382, 388, 1767, 1219, 1395, 318, 537, 93, 721, 1330, 279, 1112, 165, 12, 414, 1543, 1642, 546, 913, 1389, 1732, 510, 304, 1648, 526, 19, 1486, 899, 392, 315, 331, 307, 1026, 1457, 337, 1565, 745, 1040, 341, 455, 1618, 52, 1588, 824, 1533, 751, 1300, 492, 1087, 846, 606, 967, 188, 1033, 1568, 1573, 1444, 1231, 1781, 407, 1184, 125, 181, 769, 176, 608, 817, 559, 1432, 1276, 569, 1686, 701, 1338, 109, 1018, 156, 588, 1046, 386, 1450, 1462, 1604, 1328, 733, 820, 1631, 1583, 1165, 1758, 1353, 1159, 251, 1373, 960, 300, 774, 1712, 210, 180, 1180, 1667, 1816, 1496, 1455, 1250, 1144, 1596, 649, 149, 258, 535, 1294, 92, 1235, 1628, 708, 118, 207, 1509, 280, 240, 333, 239, 1140, 275, 1387, 647, 1728, 1354, 440, 748, 1641, 1449, 1314, 63, 597, 334, 794, 575, 1196, 702, 1307, 1232, 131, 1162, 478, 512, 955, 1398, 564, 196, 431, 314, 1581, 408, 80, 428, 1511, 70, 1413, 1796, 1032, 1009, 1073, 639, 1722, 542, 1613, 504, 1691, 1738, 1518, 587, 1158, 1406, 1019, 717, 589, 900, 343, 395, 1163, 1043, 370, 493, 62, 421, 903, 1614, 549, 1002, 1519, 31, 1207, 459, 69, 1597]"
1618,"[345, 656, 1600, 1340, 919, 5, 937, 1145, 292, 1255, 24, 355, 1322, 298, 106, 1077, 1028, 1213, 1086, 1586, 1237, 90, 1708, 1263, 1191, 673, 296, 1040, 1500, 674, 169, 1303, 1759, 1709, 154, 721, 189, 1804, 265, 447, 233, 891, 1238, 877, 497, 1135, 1359, 1677, 817, 443, 446, 148, 1362, 1724, 1716, 1665, 734, 105, 1012, 1306, 913, 845, 745, 1214, 922, 1395, 523, 337, 365, 1066, 1565, 1659, 974, 176, 911, 351, 1244, 1589, 666, 566, 1486, 1257, 92, 254, 388, 1779, 416, 78, 1648, 1122, 1218, 1667, 739, 1664, 183, 1283, 314, 1039, 1470, 381, 1689, 1718, 1389, 1372, 1250, 1494, 1528, 1488, 1035, 1154, 1416, 1031, 537, 546, 1611, 1222, 1588, 12, 1497, 1473, 1562, 125, 353, 391, 1096, 286, 1732, 279, 442, 1769, 304, 569, 301, 692, 371, 175, 1087, 307, 331, 794, 309, 779, 1560, 1533, 572, 386, 1387, 393, 68, 1423, 1186, 1813, 588, 1781, 1676, 71, 532, 140, 1767, 1750, 512, 1478, 1234, 1307, 624, 543, 19, 1596, 967, 1140, 52, 440, 327, 535, 841, 1258, 1300, 1276, 578, 705, 407, 899, 1330, 751, 414, 1219, 1231, 1514, 1351, 428, 318, 991, 251, 1714, 1642, 1543, 1382, 1457, 774, 1631, 963, 1354, 1056, 139, 398, 1583, 708, 575, 188, 392, 180, 63, 748, 275, 341, 1027, 1282, 1131, 846, 1196, 955, 606, 526, 1184, 481, 315, 542, 639, 769, 235, 93, 990, 824, 492, 510, 1785, 702, 1165, 706, 455, 1018, 733, 165, 109, 181, 1758, 1686, 1338, 478, 151, 1432, 1294, 1026, 258, 701, 149, 904, 334, 431, 131, 564, 1444, 829, 712, 70, 1462, 1046, 156, 1073, 1815, 1573, 80, 1450, 1180, 1235, 1455, 1568, 1328, 1232, 587, 118, 1102, 559, 1159, 1816, 1662, 1728, 1144, 395, 1162, 960, 1628, 649, 210, 1032, 1496, 746, 647, 820, 1033, 608, 1604, 239, 1158, 1112, 1400, 1511, 1641, 1518, 1398, 1373, 1509, 530, 504, 717, 1449, 1796, 1314, 1613, 1009, 1413, 1353, 300, 196, 408, 1376, 1712, 1581, 1406, 597, 1691, 1722, 333, 240, 1019, 1738, 280, 207, 1163, 370, 1043, 900, 1002, 1614, 343, 493, 549, 31, 62, 589, 459, 903, 1207, 1519, 421, 1597, 69]"
