user,neighbors
189,"[1340, 1237, 673, 1322, 298, 656, 5, 1145, 355, 292, 1263, 1238, 1724, 148, 106, 1494, 974, 233, 1303, 90, 779, 1255, 497, 1077, 1470, 1676, 447, 1813, 353, 721, 1135, 443, 877, 891, 1031, 286, 391, 169, 1665, 919, 967, 1035, 19, 139, 371, 1533, 1600, 1473, 154, 1283, 1244, 71, 1056, 1282, 1586, 1423, 392, 1528, 1213, 388, 1027, 1086, 1218, 1659, 105, 327, 1714, 1214, 1589, 307, 301, 1219, 1276, 1257, 1514, 1611, 1362, 1718, 523, 1028, 1785, 1716, 235, 1500, 416, 1759, 1488, 140, 183, 296, 1359, 578, 304, 337, 566, 922, 68, 1804, 1648, 1486, 1769, 1779, 351, 1122, 1165, 345, 1096, 937, 911, 674, 1039, 1677, 309, 1565, 156, 1543, 1066, 1583, 1258, 1191, 739, 12, 537, 1184, 1689, 1231, 734, 265, 1416, 1040, 1618, 24, 733, 572, 93, 1457, 1012, 745, 52, 1562, 109, 175, 1026, 1382, 692, 532, 78, 666, 258, 381, 990, 1222, 1588, 1662, 331, 705, 341, 817, 751, 149, 546, 543, 1376, 845, 151, 1395, 1750, 1664, 963, 913, 1372, 1234, 1767, 1709, 1708, 1306, 542, 1351, 794, 1642, 1478, 365, 829, 1667, 624, 1154, 314, 1497, 824, 1046, 820, 701, 1387, 991, 1732, 1102, 647, 1186, 1712, 181, 1131, 176, 1573, 569, 446, 125, 1235, 1294, 606, 63, 414, 846, 386, 706, 746, 1400, 279, 1338, 841, 1444, 318, 649, 478, 1449, 1073, 1033, 535, 1686, 334, 510, 608, 769, 1389, 1758, 1432, 748, 1560, 575, 492, 899, 1568, 131, 1353, 188, 1018, 1373, 1180, 207, 530, 1140, 431, 180, 1450, 597, 559, 526, 1328, 1631, 481, 251, 1628, 1307, 118, 904, 708, 774, 1144, 1087, 1330, 1300, 240, 1009, 1816, 1728, 712, 398, 407, 1158, 254, 588, 300, 1196, 442, 280, 1581, 1314, 1496, 1398, 587, 1159, 1604, 564, 1691, 1641, 1250, 1781, 315, 395, 440, 1406, 333, 165, 275, 960, 639, 1518, 1112, 512, 1596, 393, 92, 1613, 428, 1162, 1509, 1722, 1815, 1413, 1796, 1462, 1455, 1354, 702, 1511, 455, 80, 504, 955, 717, 1032, 210, 1232, 239, 196, 70, 1019, 1163, 408, 1043, 1738, 900, 589, 493, 421, 370, 31, 459, 1519, 1614, 343, 1207, 903, 549, 1002, 62, 1597, 69]"
176,"[1631, 1033, 1596, 118, 180, 748, 1180, 1686, 251, 1354, 1300, 334, 478, 774, 1046, 341, 794, 1781, 407, 1250, 1322, 1031, 1600, 355, 673, 624, 721, 1769, 1035, 1145, 12, 292, 1488, 1676, 1813, 1237, 1362, 1086, 1618, 1066, 345, 90, 1718, 1709, 1611, 381, 443, 1255, 447, 1303, 1122, 233, 1012, 656, 523, 78, 497, 911, 674, 1533, 1077, 937, 353, 68, 537, 71, 189, 606, 391, 1648, 148, 572, 1662, 327, 19, 1282, 388, 106, 298, 666, 1560, 1478, 1040, 5, 1213, 1222, 1724, 1500, 1528, 1759, 1494, 1804, 1340, 891, 154, 845, 140, 1586, 566, 705, 1470, 899, 597, 1219, 569, 1416, 481, 1238, 1497, 1154, 393, 337, 442, 125, 139, 1056, 1659, 578, 105, 414, 1218, 733, 1589, 734, 1457, 1779, 1677, 1359, 169, 446, 990, 1588, 1234, 1562, 1039, 258, 371, 1294, 1191, 301, 1689, 739, 286, 974, 1785, 1473, 52, 1096, 543, 1664, 1186, 1665, 24, 1758, 1400, 296, 1165, 702, 919, 235, 309, 1376, 751, 1244, 922, 963, 1716, 1714, 1330, 877, 1258, 304, 314, 546, 1583, 1486, 967, 1018, 1027, 1283, 1604, 1351, 1257, 841, 1263, 254, 779, 181, 1815, 440, 1372, 746, 149, 392, 1276, 1514, 1140, 712, 1087, 1543, 1338, 279, 991, 1144, 351, 1135, 1816, 1307, 530, 175, 1642, 416, 1573, 1214, 93, 1496, 1382, 1395, 745, 307, 913, 1184, 275, 1131, 692, 1423, 428, 331, 846, 1306, 398, 1389, 532, 829, 183, 210, 588, 1712, 1028, 1641, 365, 1750, 769, 315, 701, 1732, 1565, 1196, 265, 510, 1444, 824, 70, 1511, 188, 1314, 575, 318, 1708, 1432, 1767, 1102, 587, 1406, 431, 708, 1073, 80, 1387, 92, 504, 960, 526, 1232, 1462, 1613, 564, 1413, 817, 1568, 1398, 151, 559, 955, 131, 1009, 1026, 706, 608, 1449, 904, 1162, 300, 1328, 1112, 647, 1728, 156, 1450, 1509, 1231, 492, 63, 1581, 333, 455, 1667, 649, 280, 639, 820, 1032, 1455, 1353, 109, 512, 207, 1518, 1691, 535, 1235, 1158, 239, 1722, 1628, 386, 1043, 717, 165, 1373, 1159, 196, 408, 542, 1163, 1019, 240, 395, 1796, 900, 1614, 589, 1738, 343, 493, 549, 31, 459, 1002, 370, 421, 1519, 903, 1207, 62, 1597, 69]"
1276,"[1543, 1767, 1714, 1724, 656, 5, 1145, 673, 355, 1028, 1611, 189, 351, 911, 233, 1813, 1470, 1303, 105, 1086, 1362, 292, 974, 416, 169, 175, 337, 922, 298, 1340, 1804, 1665, 1306, 1600, 1244, 1351, 90, 1219, 139, 1027, 447, 1718, 1012, 140, 1035, 1494, 345, 296, 106, 1234, 1528, 733, 937, 1237, 78, 1077, 1769, 1709, 1677, 1039, 1779, 353, 301, 1214, 1382, 1562, 392, 1676, 1359, 381, 1282, 71, 183, 446, 497, 19, 1096, 1416, 705, 1716, 1222, 1322, 24, 1122, 1648, 1667, 1135, 1213, 371, 817, 388, 845, 1131, 365, 1497, 148, 919, 706, 1154, 745, 1708, 734, 1560, 526, 779, 1759, 1056, 154, 877, 566, 391, 1589, 751, 265, 1500, 1750, 1659, 891, 1231, 1263, 1514, 963, 443, 1389, 666, 341, 12, 1255, 1488, 739, 1533, 523, 1165, 1066, 1372, 1186, 68, 1689, 1432, 1686, 1257, 569, 1046, 899, 991, 1457, 674, 588, 1785, 578, 692, 1218, 1330, 1073, 537, 1294, 1662, 1191, 93, 1328, 304, 841, 331, 1586, 572, 1283, 820, 1473, 1258, 746, 1031, 207, 1400, 1250, 286, 442, 1664, 52, 1618, 701, 1238, 1033, 1395, 1816, 1565, 546, 279, 393, 414, 181, 1732, 1588, 624, 254, 327, 309, 1478, 913, 1398, 318, 543, 1631, 1144, 407, 334, 1040, 275, 398, 1387, 794, 955, 156, 1009, 109, 1583, 1462, 431, 1184, 151, 575, 239, 1018, 530, 235, 1087, 125, 597, 535, 846, 149, 639, 395, 492, 118, 1159, 712, 481, 1486, 542, 532, 990, 1781, 176, 1140, 1450, 967, 1815, 721, 386, 829, 180, 559, 210, 258, 1758, 280, 769, 774, 1568, 1573, 440, 824, 251, 307, 1300, 1691, 1180, 314, 1314, 1728, 63, 1712, 315, 428, 1026, 649, 512, 1423, 1353, 717, 510, 587, 1444, 1235, 92, 1376, 1642, 1455, 1032, 1102, 1307, 455, 647, 1232, 1613, 188, 1338, 196, 1796, 70, 478, 1596, 564, 708, 1373, 748, 1354, 1112, 1641, 1511, 1496, 1518, 333, 1162, 904, 80, 1158, 608, 1604, 1196, 1019, 1722, 1581, 1413, 960, 1449, 606, 300, 504, 1509, 165, 702, 240, 131, 1628, 1406, 408, 1163, 1043, 1738, 1614, 62, 589, 493, 900, 1207, 1002, 343, 459, 1519, 421, 31, 549, 370, 903, 1597, 69]"
656,"[5, 673, 355, 298, 1031, 1322, 296, 1340, 1303, 1470, 353, 1255, 233, 169, 1237, 1086, 90, 12, 1145, 1077, 447, 1214, 1659, 140, 351, 292, 1724, 1028, 1600, 416, 566, 189, 974, 1359, 937, 106, 877, 1135, 1533, 1494, 148, 911, 1779, 443, 139, 154, 1238, 1244, 1362, 1154, 1718, 1611, 1716, 497, 105, 71, 1012, 183, 1283, 1416, 1191, 1218, 578, 845, 68, 1306, 1648, 1769, 739, 78, 734, 919, 1395, 746, 569, 1676, 301, 1589, 1813, 345, 666, 1027, 286, 1562, 235, 1056, 1709, 779, 891, 1131, 1677, 391, 1500, 1263, 1276, 371, 1665, 546, 745, 543, 93, 1759, 1586, 1618, 1664, 1785, 1488, 1473, 327, 365, 392, 1667, 1560, 337, 24, 446, 913, 1222, 1528, 1219, 1714, 1186, 922, 1035, 388, 1804, 1351, 817, 265, 751, 1514, 1389, 1257, 674, 156, 1039, 1478, 1234, 1096, 381, 899, 692, 309, 841, 706, 588, 63, 1382, 967, 1732, 251, 19, 1372, 1282, 1213, 991, 1543, 1565, 1122, 1689, 1708, 1040, 175, 414, 721, 712, 1583, 1767, 481, 304, 151, 990, 1258, 537, 318, 442, 1758, 705, 1018, 1159, 149, 1457, 1642, 532, 829, 181, 1750, 492, 52, 510, 1165, 1497, 572, 1588, 1423, 341, 523, 1184, 109, 1686, 1330, 1102, 398, 1250, 733, 1235, 1087, 1328, 1073, 1300, 1662, 1376, 769, 258, 275, 393, 624, 647, 176, 428, 1294, 820, 701, 824, 1486, 314, 963, 794, 279, 1066, 125, 431, 1387, 1596, 386, 1033, 1450, 535, 254, 307, 1046, 1231, 1140, 1518, 1444, 207, 1400, 530, 1573, 1196, 708, 440, 1815, 904, 80, 1307, 407, 180, 1180, 131, 1432, 774, 334, 575, 1026, 1496, 597, 1631, 188, 1712, 118, 1338, 1144, 559, 239, 315, 542, 1613, 1728, 526, 1509, 165, 960, 331, 639, 702, 478, 1314, 1455, 1568, 955, 606, 455, 846, 504, 1816, 300, 1158, 1354, 1449, 1641, 92, 240, 748, 649, 408, 1628, 210, 1781, 564, 1232, 1398, 1462, 1112, 587, 1406, 1162, 717, 1353, 1009, 1373, 280, 1032, 1604, 608, 1691, 512, 395, 1581, 1796, 1163, 1413, 70, 1511, 333, 1722, 1614, 1019, 196, 343, 493, 1043, 1738, 900, 589, 903, 549, 1002, 370, 62, 1519, 421, 31, 1207, 459, 1597, 69]"
183,"[673, 233, 974, 1237, 1340, 443, 307, 1145, 1077, 90, 1600, 656, 1494, 877, 446, 292, 1470, 1255, 1086, 1257, 5, 1611, 447, 1486, 1676, 355, 1028, 705, 169, 24, 298, 578, 1012, 351, 1718, 416, 751, 937, 345, 745, 1135, 911, 666, 1779, 381, 1659, 845, 105, 1709, 353, 779, 301, 1716, 1263, 739, 1222, 1362, 106, 140, 1056, 1478, 1648, 1244, 68, 734, 1214, 1473, 78, 497, 1528, 189, 1322, 265, 537, 1813, 919, 1724, 1500, 337, 148, 327, 922, 1514, 963, 1533, 1122, 1665, 1303, 391, 1389, 1282, 188, 1589, 1027, 1234, 1351, 1714, 1283, 149, 1035, 1664, 1184, 1096, 1667, 1750, 286, 139, 1497, 913, 1560, 1031, 12, 1416, 1306, 566, 1131, 1677, 1359, 624, 1562, 19, 1039, 674, 1213, 1759, 371, 1689, 543, 891, 569, 1372, 154, 1154, 318, 1769, 1238, 721, 1218, 1586, 1565, 1191, 530, 899, 1662, 1642, 817, 769, 746, 1276, 296, 572, 393, 1767, 1219, 1785, 1423, 71, 1258, 304, 398, 532, 846, 175, 279, 1488, 414, 1395, 109, 235, 1588, 991, 1732, 1066, 1186, 990, 1543, 733, 1618, 388, 481, 1040, 1387, 1300, 1708, 1073, 365, 824, 692, 1804, 492, 1330, 1432, 1382, 1457, 52, 1573, 904, 1400, 1087, 1112, 442, 314, 542, 275, 386, 1026, 63, 392, 526, 588, 309, 535, 829, 712, 523, 156, 820, 1033, 794, 701, 967, 258, 702, 1165, 300, 1449, 125, 331, 647, 407, 1018, 1815, 706, 1376, 575, 341, 93, 1816, 1159, 1462, 1604, 717, 1307, 1102, 559, 210, 151, 1235, 207, 181, 1338, 1046, 649, 1328, 1009, 546, 1231, 1353, 254, 708, 1140, 239, 1758, 1511, 1568, 280, 1781, 841, 440, 1450, 131, 608, 478, 606, 1398, 1144, 1294, 165, 510, 315, 1728, 240, 251, 1712, 1583, 1250, 1444, 1180, 196, 774, 955, 960, 504, 1373, 639, 1628, 431, 1613, 597, 176, 1162, 1509, 92, 428, 334, 1496, 1631, 1032, 1641, 180, 1722, 1581, 748, 333, 1406, 1196, 1232, 1518, 564, 1686, 1455, 1314, 80, 395, 1691, 1158, 1796, 1596, 70, 118, 455, 1413, 512, 1354, 408, 1163, 587, 1614, 1019, 421, 493, 1043, 589, 1738, 1002, 370, 343, 31, 459, 900, 1207, 903, 549, 62, 1519, 1597, 69]"
1758,"[169, 1340, 1389, 1018, 1027, 447, 656, 24, 1237, 1600, 345, 1769, 1322, 292, 1135, 353, 233, 673, 1238, 911, 1222, 106, 446, 314, 1145, 1012, 298, 1131, 1488, 841, 301, 1303, 351, 1514, 1214, 5, 974, 991, 1056, 90, 154, 265, 1732, 1077, 1470, 877, 307, 414, 1718, 286, 148, 1031, 739, 140, 692, 337, 745, 666, 1028, 922, 327, 1362, 1497, 794, 919, 1714, 913, 1533, 734, 569, 1218, 71, 1528, 355, 391, 963, 1662, 371, 497, 1494, 189, 1416, 12, 235, 1444, 1676, 1180, 1648, 1213, 1709, 1543, 1664, 1257, 1708, 188, 1486, 19, 769, 1588, 1250, 1306, 1500, 1191, 180, 341, 566, 575, 1589, 1359, 1642, 1779, 1283, 1086, 1813, 748, 1716, 967, 443, 1562, 1354, 1234, 1677, 572, 1039, 63, 891, 1040, 606, 1307, 416, 751, 1611, 1087, 1244, 1785, 588, 78, 398, 52, 176, 674, 746, 139, 1372, 1046, 937, 68, 304, 712, 105, 1395, 1667, 1560, 1457, 1263, 1804, 1231, 1122, 1659, 845, 1154, 492, 1066, 258, 1565, 183, 1665, 118, 1140, 1473, 817, 331, 1631, 296, 388, 543, 151, 1586, 1724, 1759, 407, 990, 251, 93, 1033, 1196, 1294, 1432, 1450, 254, 279, 899, 318, 1387, 1255, 1186, 1235, 504, 1165, 578, 532, 1618, 537, 1330, 546, 1686, 1583, 1689, 175, 365, 1096, 1282, 1276, 649, 1573, 1781, 523, 440, 1162, 386, 1102, 705, 392, 510, 624, 1750, 393, 1258, 774, 779, 1219, 733, 149, 334, 1035, 156, 210, 481, 131, 721, 1026, 381, 207, 1767, 708, 1423, 1300, 275, 1351, 80, 535, 309, 1604, 1596, 1628, 442, 1478, 1382, 1328, 280, 829, 542, 512, 702, 1144, 181, 109, 455, 478, 1449, 125, 1400, 1728, 1613, 1184, 1232, 526, 1691, 820, 701, 846, 647, 824, 955, 639, 92, 1158, 597, 608, 1073, 564, 559, 587, 1462, 1568, 70, 1455, 960, 1032, 1816, 1815, 1338, 904, 1641, 1009, 408, 428, 1376, 1159, 1398, 717, 1413, 530, 333, 1353, 1496, 1314, 165, 1581, 300, 315, 240, 1406, 431, 1712, 1163, 395, 1518, 706, 1511, 1112, 239, 1509, 1796, 1373, 196, 1722, 1738, 1019, 31, 1043, 1002, 370, 343, 493, 903, 900, 1614, 589, 459, 421, 1207, 62, 549, 1519, 1597, 69]"
180,"[1631, 1033, 1596, 118, 176, 748, 1180, 1686, 1354, 1300, 334, 478, 774, 251, 341, 1250, 1046, 794, 1031, 1781, 407, 12, 1322, 447, 673, 937, 674, 1359, 327, 1077, 1588, 5, 296, 1600, 497, 1769, 1470, 1282, 233, 1238, 845, 391, 1533, 1543, 154, 1560, 702, 1035, 1237, 1255, 1303, 175, 355, 1662, 911, 624, 1450, 656, 1184, 1648, 1145, 779, 1611, 68, 443, 1351, 1086, 139, 1362, 90, 1154, 1804, 275, 572, 365, 1219, 140, 1676, 692, 446, 189, 481, 537, 1759, 1718, 1040, 1758, 1586, 24, 1012, 71, 1056, 337, 1714, 1340, 1234, 392, 416, 1813, 1497, 751, 1565, 304, 292, 169, 1677, 666, 298, 1709, 351, 721, 990, 566, 78, 93, 1494, 1473, 1191, 606, 734, 1618, 1213, 523, 1724, 398, 345, 974, 1244, 877, 1659, 1665, 148, 442, 1689, 739, 258, 1785, 181, 1562, 1283, 1135, 546, 1389, 1444, 254, 1514, 1372, 841, 353, 543, 530, 239, 52, 817, 1028, 19, 149, 922, 705, 1750, 235, 712, 388, 1276, 1144, 1018, 745, 1196, 1122, 1257, 1478, 575, 1573, 381, 106, 1732, 1382, 891, 1328, 1218, 1027, 1306, 913, 510, 1131, 1712, 1039, 1708, 1066, 1096, 733, 309, 1642, 105, 578, 746, 1263, 1779, 1589, 1716, 1395, 1416, 967, 899, 1767, 1500, 1457, 1432, 1330, 301, 1528, 597, 183, 1455, 569, 314, 286, 371, 919, 991, 318, 1338, 1214, 1222, 1376, 1087, 1400, 1583, 829, 151, 706, 109, 1307, 1667, 331, 307, 492, 1604, 1664, 1294, 1165, 532, 769, 588, 1140, 1488, 526, 1102, 428, 1258, 824, 1613, 1816, 1486, 300, 1691, 963, 431, 188, 1462, 1073, 440, 315, 647, 1231, 1496, 1423, 1235, 414, 265, 1509, 1398, 559, 92, 1159, 1112, 904, 955, 210, 125, 1387, 701, 1009, 1162, 386, 63, 156, 587, 504, 1815, 820, 393, 1186, 279, 1518, 207, 846, 131, 165, 408, 708, 70, 80, 1728, 960, 1232, 639, 1722, 1026, 1314, 608, 564, 1568, 395, 1641, 1158, 1406, 196, 535, 1373, 1353, 455, 1032, 717, 1019, 1511, 1628, 1581, 1738, 649, 512, 343, 542, 333, 1449, 280, 240, 1043, 370, 1163, 1413, 31, 1796, 903, 589, 1002, 459, 493, 900, 421, 549, 1614, 62, 1207, 1519, 69, 1597]"
1759,"[292, 447, 1145, 298, 1340, 1237, 1709, 1600, 355, 734, 1077, 673, 1470, 296, 937, 1718, 90, 1813, 5, 233, 1086, 337, 1494, 1611, 301, 24, 1676, 265, 1255, 706, 919, 1303, 1322, 1500, 446, 154, 543, 1135, 1056, 353, 1028, 1689, 911, 1359, 1659, 286, 1238, 1416, 351, 1257, 656, 371, 148, 140, 739, 443, 1588, 106, 1184, 78, 1724, 345, 71, 1306, 666, 1027, 497, 1263, 1283, 1488, 578, 721, 139, 1665, 779, 1244, 189, 1716, 1191, 569, 1589, 1012, 1714, 314, 1804, 877, 1031, 974, 1562, 169, 392, 733, 1362, 1586, 1533, 175, 1214, 12, 327, 899, 817, 1219, 1528, 365, 1648, 1035, 991, 391, 1282, 1351, 1767, 1478, 1213, 1096, 156, 235, 414, 1514, 481, 913, 1122, 1457, 416, 1618, 341, 331, 537, 820, 1779, 1234, 1769, 381, 68, 647, 588, 304, 1664, 183, 1473, 535, 318, 1560, 1186, 705, 1677, 492, 891, 93, 388, 542, 841, 1400, 922, 1372, 1662, 1294, 279, 1708, 566, 532, 692, 1222, 315, 1497, 440, 845, 1785, 1144, 963, 1154, 751, 746, 559, 63, 19, 1543, 1066, 1432, 105, 1642, 967, 386, 523, 1131, 1750, 674, 606, 188, 307, 624, 1486, 1218, 1258, 1276, 393, 1338, 1300, 125, 846, 1389, 1631, 309, 1450, 1033, 1354, 546, 1573, 52, 1583, 1686, 1040, 1667, 1330, 1712, 572, 151, 478, 1112, 1180, 1328, 1039, 1568, 769, 526, 398, 1140, 1565, 708, 1781, 334, 176, 1395, 1641, 1165, 1382, 745, 1387, 1162, 1732, 1444, 1231, 990, 597, 701, 275, 1462, 109, 1018, 1496, 407, 712, 1423, 180, 1159, 207, 829, 1613, 251, 794, 575, 1376, 442, 748, 149, 181, 258, 824, 1087, 1604, 1728, 1398, 1796, 702, 1581, 118, 254, 431, 774, 1250, 512, 1722, 1235, 1518, 239, 717, 1596, 1046, 1758, 1815, 1314, 300, 1816, 510, 1406, 904, 1009, 1449, 1511, 1102, 1196, 1353, 1509, 530, 1073, 955, 1628, 1307, 333, 131, 455, 608, 428, 280, 639, 1158, 1455, 1691, 395, 1413, 1026, 70, 92, 564, 587, 165, 1738, 240, 960, 408, 1373, 210, 1163, 649, 80, 1032, 504, 1232, 1019, 196, 1043, 493, 900, 589, 62, 1614, 343, 370, 421, 1002, 459, 549, 1207, 31, 1519, 903, 69, 1597]"
181,"[1785, 309, 1322, 337, 1186, 1340, 1470, 891, 447, 911, 345, 90, 327, 974, 1586, 734, 355, 739, 1122, 149, 1600, 1263, 1716, 298, 1779, 296, 139, 71, 1813, 1214, 1714, 1028, 1662, 175, 292, 1611, 666, 1588, 673, 578, 1145, 656, 1732, 381, 1416, 1255, 1769, 566, 1213, 1237, 497, 1648, 1478, 1140, 68, 569, 922, 5, 443, 1709, 1533, 746, 24, 301, 701, 105, 1039, 1589, 233, 674, 106, 1077, 1283, 235, 1497, 307, 530, 286, 820, 391, 1500, 351, 1234, 967, 1362, 1238, 877, 371, 1351, 1031, 1012, 751, 1359, 899, 148, 19, 1689, 154, 1528, 189, 537, 1432, 1282, 1473, 392, 1330, 794, 1154, 1676, 1488, 919, 1781, 1086, 492, 1486, 1306, 779, 318, 78, 1018, 937, 1659, 446, 478, 1395, 52, 442, 169, 151, 109, 388, 1046, 254, 1135, 1244, 140, 1162, 1184, 1372, 1604, 1382, 353, 304, 1708, 1665, 1066, 1056, 365, 1677, 1387, 416, 1543, 1724, 1303, 1131, 93, 705, 824, 414, 572, 1191, 708, 1494, 1560, 1718, 265, 1165, 481, 1300, 1514, 1642, 1276, 1804, 1664, 1667, 535, 1750, 845, 12, 1759, 543, 1338, 1562, 1096, 1565, 1027, 1218, 1816, 183, 1112, 1258, 1257, 210, 526, 131, 913, 1222, 1457, 1219, 606, 702, 817, 398, 559, 1354, 1767, 1389, 745, 1583, 546, 386, 1722, 180, 1231, 588, 712, 176, 963, 331, 829, 721, 279, 1328, 1040, 1180, 846, 314, 188, 341, 1087, 440, 692, 991, 207, 118, 1102, 1618, 1568, 769, 510, 597, 1581, 1398, 455, 275, 1423, 1032, 80, 1144, 1035, 1250, 1073, 251, 315, 1509, 564, 990, 1686, 1235, 904, 706, 1496, 748, 63, 1573, 125, 1712, 542, 647, 258, 1728, 1373, 240, 774, 1196, 1353, 156, 1294, 1518, 608, 1400, 334, 1009, 1511, 624, 523, 1596, 1450, 532, 428, 1314, 841, 1641, 504, 1307, 393, 1758, 1159, 1449, 1376, 92, 1613, 1033, 575, 1691, 1631, 1455, 280, 431, 407, 1158, 955, 239, 1026, 733, 717, 639, 1462, 300, 196, 512, 395, 1628, 1815, 408, 587, 333, 165, 960, 649, 1232, 1163, 70, 1406, 1796, 1444, 1019, 1413, 1043, 493, 1614, 31, 1738, 1002, 343, 62, 900, 1519, 549, 903, 589, 370, 1207, 421, 459, 69, 1597]"
746,"[235, 365, 673, 656, 1779, 391, 1322, 296, 68, 447, 298, 1600, 292, 1340, 90, 1237, 355, 1027, 974, 1769, 1362, 1077, 416, 5, 233, 353, 169, 1096, 345, 1214, 1562, 1218, 1303, 1028, 1154, 1709, 78, 779, 745, 1500, 139, 578, 1359, 1145, 1648, 922, 734, 891, 1514, 1470, 140, 911, 1659, 1135, 301, 877, 537, 443, 705, 1494, 845, 148, 381, 1056, 1813, 24, 1186, 497, 106, 337, 1066, 109, 156, 175, 1677, 913, 739, 1473, 327, 1086, 674, 1306, 1238, 1031, 1533, 1718, 1122, 1294, 265, 239, 1785, 154, 1732, 1255, 105, 1478, 183, 1372, 1724, 71, 1351, 481, 1543, 543, 546, 492, 371, 1222, 1804, 1708, 1676, 1282, 181, 706, 286, 666, 1488, 751, 817, 1759, 131, 446, 1565, 1283, 991, 93, 588, 919, 1263, 1716, 532, 937, 963, 1035, 829, 1231, 1589, 1389, 899, 1423, 318, 846, 1560, 1257, 624, 1416, 733, 841, 63, 1328, 1586, 721, 1642, 189, 1012, 824, 442, 414, 1611, 1213, 712, 523, 1244, 309, 1528, 1664, 1033, 1497, 566, 392, 1665, 1039, 1235, 1457, 1588, 1234, 1641, 572, 279, 1018, 151, 1040, 52, 904, 1219, 1191, 1496, 1815, 1573, 398, 341, 1382, 769, 1046, 1750, 1276, 692, 258, 386, 569, 535, 794, 304, 388, 1258, 701, 1395, 19, 1689, 510, 639, 1330, 207, 251, 351, 440, 1300, 1387, 331, 1144, 1165, 149, 542, 1073, 748, 1568, 1400, 1184, 1758, 1662, 820, 708, 407, 1631, 1667, 307, 1102, 275, 504, 1583, 1628, 125, 1728, 1432, 118, 334, 1604, 1307, 1816, 1714, 1162, 12, 80, 176, 1250, 990, 1686, 526, 967, 1486, 1450, 1796, 960, 431, 188, 1781, 1140, 530, 1087, 395, 1112, 1159, 315, 1767, 314, 1196, 702, 1455, 774, 559, 180, 1354, 1180, 575, 1131, 1353, 455, 1449, 1314, 1376, 1032, 1026, 254, 647, 1462, 1398, 393, 1518, 1413, 1338, 1722, 1509, 92, 1712, 587, 428, 606, 165, 1163, 597, 408, 70, 478, 649, 1596, 1618, 1691, 564, 717, 512, 1444, 1406, 1158, 1581, 300, 1373, 1613, 280, 333, 608, 240, 1232, 210, 196, 1009, 955, 1511, 1043, 1019, 1738, 1614, 493, 343, 62, 900, 589, 1207, 370, 459, 1002, 903, 421, 549, 31, 1519, 1597, 69]"
745,"[1303, 673, 355, 1470, 1145, 1718, 656, 183, 1135, 1086, 1779, 447, 1237, 911, 292, 1340, 1214, 416, 1533, 296, 106, 148, 90, 1028, 1769, 105, 734, 845, 351, 233, 1676, 1359, 1238, 301, 746, 1322, 1600, 140, 1077, 68, 739, 298, 1664, 919, 566, 1562, 497, 5, 578, 1709, 1732, 169, 139, 1648, 542, 345, 1012, 974, 1222, 1586, 1659, 1257, 1665, 877, 1039, 1122, 189, 371, 154, 922, 1724, 1244, 1027, 265, 1255, 446, 337, 779, 443, 1031, 327, 1494, 1813, 1096, 674, 1618, 19, 913, 1716, 829, 381, 24, 1191, 175, 353, 1611, 12, 588, 820, 1040, 386, 1589, 151, 239, 1372, 937, 666, 149, 1066, 71, 1677, 1276, 279, 388, 78, 1416, 365, 1473, 1282, 963, 1234, 1565, 794, 1362, 1154, 1488, 721, 1213, 1588, 532, 125, 1785, 1219, 165, 535, 414, 286, 1714, 1056, 1035, 967, 891, 392, 442, 751, 1500, 1758, 990, 1283, 1642, 1306, 300, 899, 1432, 1767, 481, 1543, 1528, 572, 769, 391, 1662, 817, 846, 1395, 1667, 235, 1184, 455, 1328, 1307, 492, 991, 1759, 1689, 1708, 156, 1018, 1560, 569, 1514, 1387, 398, 1131, 258, 393, 543, 523, 1351, 624, 841, 712, 1389, 537, 1300, 692, 546, 309, 1032, 251, 733, 1263, 1478, 1330, 109, 1033, 701, 1186, 526, 1573, 1258, 478, 559, 1165, 708, 706, 1218, 331, 705, 1750, 188, 1196, 1804, 63, 1102, 307, 1450, 440, 1382, 318, 824, 1457, 181, 1497, 1046, 1423, 955, 304, 1144, 575, 341, 510, 70, 407, 207, 530, 1462, 504, 748, 254, 1354, 275, 180, 1026, 280, 1486, 1294, 960, 1449, 80, 210, 1815, 176, 314, 1781, 1628, 1509, 1444, 52, 1581, 774, 597, 1583, 1816, 1686, 1568, 1112, 1235, 131, 1631, 118, 1613, 606, 1596, 649, 334, 431, 428, 1162, 1180, 1712, 1163, 1009, 1231, 647, 1250, 1511, 1159, 639, 92, 93, 1232, 1398, 1518, 1376, 1073, 702, 1140, 1641, 315, 1400, 408, 1604, 564, 1455, 1796, 1691, 1338, 1087, 395, 608, 1496, 904, 1728, 1413, 1158, 1353, 1314, 1722, 587, 717, 333, 1373, 240, 512, 1406, 1019, 196, 1614, 31, 1207, 900, 1738, 589, 370, 1043, 343, 421, 493, 62, 903, 549, 1519, 1002, 459, 1597, 69]"
